sale_id,branch_id,shoe_id,sale_date,َquantity_sold,total_price
123448,1,HE206,2024-09-06,1,250
436802,2,SN935,2024-07-25,2,360
360667,2,FO696,2024-07-22,3,690
848333,3,SN398,2024-11-16,2,360
477694,2,BO125,2024-05-11,3,900
563546,3,SA770,2024-05-16,3,450
167941,2,CA798,2024-01-15,4,760
754296,1,BA398,2024-01-29,3,360
687489,1,SA793,2024-03-06,2,300
107299,1,BO995,2024-06-18,1,300
354790,3,BO370,2024-04-14,3,900
106007,3,CA895,2024-09-19,1,190
447673,2,FO538,2024-02-23,2,460
252690,1,BA120,2024-12-11,2,240
874410,2,BA831,2024-04-12,2,240
667679,3,BA781,2024-09-15,2,240
759551,1,BA929,2024-02-12,3,360
755661,2,CA807,2024-09-11,2,380
932012,3,SN497,2024-04-22,1,180
450102,2,SA991,2024-01-09,1,150
219507,2,SA807,2024-12-20,1,150
282635,2,SA600,2024-08-12,4,600
790078,1,FO811,2024-06-13,4,920
202468,3,FO704,2024-09-18,3,690
705577,3,FO581,2024-02-09,2,460
954335,3,BA590,2024-12-22,2,240
561886,2,SN521,2024-10-23,2,360
714860,1,SN211,2024-06-05,2,360
951296,2,BA872,2024-12-05,1,120
433331,2,HE348,2024-04-05,2,500
592354,1,CA249,2024-09-10,3,570
165592,2,FO769,2024-09-22,3,690
284237,1,BA736,2024-12-31,2,240
187109,2,SA270,2024-08-06,1,150
641633,3,FO588,2024-11-30,3,690
704895,3,BA522,2024-01-12,1,120
987386,3,SN529,2024-02-10,2,360
969683,3,BO832,2024-04-13,1,300
655706,1,FO632,2024-12-16,2,460
862080,2,FO988,2024-07-25,2,460
864386,1,SN512,2024-02-07,2,360
458046,2,BA831,2024-05-03,1,120
380377,3,CA798,2024-05-07,1,190
828842,2,CA389,2024-12-22,2,380
498407,1,FO392,2024-10-19,1,230
396939,1,SN138,2024-06-16,1,180
121584,2,FO806,2024-07-19,1,230
323346,1,BO146,2024-11-22,2,600
955034,3,HE745,2024-03-09,4,1000
311011,2,HE624,2024-09-25,3,750
983791,1,CA798,2024-01-09,4,760
672519,2,BA251,2024-08-29,3,360
112813,1,BO118,2024-05-16,3,900
920462,1,BO750,2024-09-13,2,600
983209,1,BA661,2024-01-30,4,480
752156,3,BA929,2024-09-12,1,120
415486,1,BA468,2024-06-19,2,240
857016,3,FO607,2024-09-20,3,690
273817,2,SN165,2024-02-22,3,540
679392,3,HE698,2024-09-25,1,250
843248,1,FO440,2024-12-20,4,920
736060,2,CA901,2024-04-21,2,380
261601,1,HE611,2024-03-23,1,250
937249,1,BA831,2024-10-22,2,240
162468,1,SA495,2024-10-04,2,300
827073,2,BO185,2024-11-22,1,300
581948,1,CA295,2024-09-10,1,190
675083,1,FO440,2024-10-04,2,460
718852,2,SA341,2024-11-17,3,450
625488,1,SN119,2024-10-13,4,720
734276,3,SN213,2024-02-02,2,360
759685,1,CA807,2024-01-28,2,380
702712,3,SA154,2024-03-16,2,300
817511,2,HE540,2024-02-17,3,750
685485,3,FO693,2024-03-30,1,230
283329,3,BA939,2024-02-10,1,120
998917,3,BO247,2024-05-24,2,600
830123,1,FO196,2024-04-23,2,460
300524,2,SN147,2024-10-22,2,360
571768,1,SN147,2024-05-15,4,720
196864,1,BO790,2024-11-11,4,1200
118947,3,HE560,2024-01-23,4,1000
500103,1,BA884,2024-10-08,1,120
877349,3,CA567,2024-10-16,4,760
625406,1,HE698,2024-08-13,1,250
242788,1,FO675,2024-11-17,2,460
867527,2,BA547,2024-06-10,4,480
580648,3,BA816,2024-06-24,2,240
844817,2,HE915,2024-08-18,3,750
425439,1,SA219,2024-01-15,4,600
788116,3,CA901,2024-06-22,4,760
136003,1,FO540,2024-02-10,3,690
257216,1,FO988,2024-08-03,1,230
721617,1,SA729,2024-10-20,2,300
289641,2,CA472,2024-04-16,3,570
151278,1,BA120,2024-02-22,1,120
767553,3,FO529,2024-07-12,3,690
533390,2,BA694,2024-10-01,1,120
143898,2,SN905,2024-11-02,3,540
304464,2,BA872,2024-05-16,4,480
377334,1,BA941,2024-09-04,2,240
622798,3,BA672,2024-02-17,2,240
145163,1,SN992,2024-05-07,4,720
861241,3,BA525,2024-11-22,1,120
740995,3,BA760,2024-05-15,3,360
925218,3,BA751,2024-05-11,1,120
651446,2,SN743,2024-07-14,3,540
303836,1,FO149,2024-01-08,2,460
411077,3,BA929,2024-10-16,3,360
547408,3,FO455,2024-03-09,1,230
974323,1,SA720,2024-04-29,4,600
674883,1,FO607,2024-04-19,1,230
453263,3,HE698,2024-06-18,4,1000
967446,1,SN119,2024-06-01,1,180
637175,1,BA947,2024-12-04,4,480
587232,3,BA528,2024-12-08,1,120
156145,1,SA210,2024-10-31,1,150
411111,3,SA167,2024-05-28,2,300
301016,2,CA376,2024-06-20,2,380
227810,2,SN401,2024-08-28,1,180
764726,2,SN213,2024-09-29,2,360
532512,1,SA600,2024-05-21,3,450
574532,1,BO948,2024-01-21,1,300
107490,2,SN571,2024-04-21,1,180
953007,1,SA807,2024-04-10,2,300
612936,2,BO737,2024-12-15,3,900
163803,2,SN512,2024-10-28,3,540
943030,2,HE508,2024-07-02,1,250
458636,1,BA325,2024-02-26,4,480
589751,2,FO369,2024-12-27,3,690
698661,2,CA514,2024-12-03,3,570
297121,1,BA975,2024-10-19,1,120
168828,3,FO988,2024-03-14,1,230
198267,2,BA971,2024-02-06,4,480
794845,1,FO997,2024-04-30,2,460
854068,2,SA219,2024-07-17,2,300
186880,1,HE783,2024-12-18,2,500
657332,2,SN731,2024-09-08,2,360
982716,2,CA798,2024-12-18,4,760
980291,1,BO305,2024-10-18,4,1200
258676,2,FO632,2024-08-13,3,690
306022,2,BO420,2024-01-19,1,300
353790,2,HE595,2024-04-08,2,500
752274,3,FO997,2024-08-29,2,460
295482,3,BA856,2024-08-28,1,120
584653,2,SN398,2024-07-16,2,360
382998,2,FO429,2024-12-10,3,690
962177,1,CA540,2024-02-05,1,190
834001,1,HE560,2024-07-15,2,500
228657,3,BO948,2024-06-28,3,900
954788,1,HE530,2024-03-21,1,250
841972,3,BO934,2024-07-05,4,1200
386800,1,SN611,2024-11-28,4,720
649727,1,BA781,2024-01-06,3,360
104243,1,BA939,2024-07-13,2,240
344752,3,BO995,2024-09-18,1,300
350339,2,HE549,2024-08-01,1,250
232894,3,FO455,2024-04-30,3,690
414750,2,CA686,2024-01-27,4,760
376864,2,CA669,2024-02-01,4,760
738451,3,BA872,2024-12-10,3,360
237939,2,SA195,2024-09-09,1,150
684250,2,SN766,2024-02-03,4,720
225599,1,SN683,2024-07-17,1,180
957012,2,BA771,2024-08-19,3,360
300865,1,FO445,2024-12-01,4,920
378622,2,CA293,2024-05-09,1,190
107975,2,FO445,2024-06-09,3,690
327028,2,BO705,2024-09-17,3,900
948348,2,BA736,2024-12-28,1,120
917238,2,SN497,2024-10-18,2,360
746405,2,SN713,2024-08-08,2,360
603424,2,SN211,2024-10-17,2,360
268314,3,CA686,2024-06-09,3,570
930817,3,FO787,2024-02-11,3,690
569592,2,SA934,2024-02-18,1,150
531890,1,BA325,2024-02-11,2,240
169976,3,BA784,2024-07-13,3,360
690817,1,BO995,2024-06-07,4,1200
284954,2,HE292,2024-12-27,1,250
814534,3,SN743,2024-02-10,2,360
715112,3,SA627,2024-09-18,3,450
459495,2,BA939,2024-05-04,4,480
546439,3,FO988,2024-10-31,3,690
204779,3,SN644,2024-08-18,3,540
120779,1,BA290,2024-04-18,3,360
527588,2,SA343,2024-05-04,4,600
352019,1,BO125,2024-06-23,3,900
400417,1,SN743,2024-02-01,1,180
717538,1,FO622,2024-04-05,2,460
280185,3,SA495,2024-09-04,1,150
402037,3,SN710,2024-02-27,4,720
720164,3,BA332,2024-11-23,2,240
127409,1,BO920,2024-09-28,4,1200
608413,3,HE698,2024-12-15,3,750
986342,3,HE636,2024-04-26,1,250
404622,2,SA793,2024-09-11,3,450
800639,1,CA274,2024-08-02,4,760
114979,1,CA542,2024-11-29,1,190
931540,1,BO455,2024-08-30,2,600
191597,3,BO455,2024-03-27,2,600
150757,1,CA166,2024-09-16,1,190
936392,1,CA807,2024-01-05,3,570
310095,3,BA884,2024-04-17,2,240
806141,1,FO392,2024-03-12,3,690
370448,2,BA473,2024-12-22,1,120
984443,1,SA437,2024-06-08,3,450
463532,2,CA765,2024-09-21,3,570
457421,2,FO632,2024-01-06,3,690
899180,1,BA781,2024-01-19,1,120
107979,1,HE636,2024-09-11,2,500
329326,3,CA895,2024-10-15,4,760
251040,2,BA522,2024-04-16,2,240
929177,2,CA895,2024-08-09,1,190
622907,3,HE547,2024-10-22,2,500
276276,3,FO609,2024-06-19,3,690
854827,3,HE460,2024-10-15,4,1000
152741,3,SN512,2024-12-17,4,720
798013,3,CA623,2024-04-14,4,760
786727,2,HE540,2024-11-12,2,500
202067,2,FO607,2024-05-19,1,230
974696,2,BA863,2024-06-25,1,120
405944,3,BO241,2024-02-22,3,900
346517,3,SA856,2024-10-04,2,300
205381,3,SA793,2024-03-16,2,300
236462,2,CA794,2024-05-09,2,380
970473,1,SN611,2024-01-13,3,540
440548,3,BA528,2024-03-25,2,240
764735,3,FO356,2024-05-19,1,230
533557,3,BA174,2024-09-23,1,120
443407,2,BA247,2024-04-17,1,120
735695,2,SN735,2024-10-24,1,180
753467,3,BA120,2024-10-08,1,120
853794,3,HE104,2024-12-21,1,250
379389,1,BA816,2024-08-18,2,240
626400,1,SN398,2024-11-05,1,180
913518,1,CA492,2024-01-09,4,760
234361,1,SA627,2024-05-11,2,300
960071,1,BO305,2024-06-24,3,900
132067,1,FO704,2024-01-19,3,690
420480,1,SA627,2024-11-09,2,300
962068,1,BA174,2024-06-21,3,360
243353,1,BA325,2024-10-20,4,480
539122,2,CA234,2024-06-03,3,570
811980,3,CA567,2024-08-11,2,380
476138,2,HE560,2024-04-12,1,250
735173,1,BO158,2024-07-18,3,900
394873,1,BA434,2024-11-05,3,360
841850,1,SA911,2024-10-15,2,300
149566,3,SA911,2024-10-23,3,450
257428,1,BO284,2024-07-05,3,900
943517,1,SA725,2024-06-19,3,450
591504,3,BA547,2024-06-02,1,120
688664,2,BA290,2024-04-08,2,240
252476,1,SN144,2024-12-12,2,360
947509,3,BA184,2024-09-24,1,120
964105,3,SN871,2024-05-05,1,180
234244,2,SN483,2024-06-25,2,360
584035,3,SN529,2024-08-05,1,180
904390,3,SA437,2024-07-15,3,450
212869,3,CA293,2024-04-01,3,570
432535,3,SN689,2024-03-17,4,720
287753,3,SN483,2024-11-20,3,540
186987,3,HE530,2024-08-26,2,500
536377,1,BA332,2024-03-16,3,360
226536,1,SA991,2024-07-02,2,300
727464,3,BA745,2024-02-08,2,240
887622,3,SA934,2024-05-25,3,450
216449,3,SA167,2024-12-13,4,600
545106,1,BO280,2024-07-23,3,900
274865,2,SN144,2024-05-03,4,720
140772,3,HE601,2024-01-05,1,250
143583,1,BO280,2024-06-09,4,1200
477010,1,FO588,2024-04-14,1,230
211096,3,BA174,2024-01-23,1,120
884289,1,BA249,2024-10-20,4,480
251505,3,SA154,2024-07-20,4,600
579370,1,SN138,2024-07-28,4,720
698739,2,CA293,2024-06-24,3,570
954083,1,FO196,2024-02-13,4,920
429828,2,SA343,2024-07-09,1,150
549024,2,CA785,2024-04-11,3,570
649396,1,FO632,2024-12-12,1,230
473822,3,SA770,2024-11-05,3,450
249250,3,BO623,2024-08-29,4,1200
602919,2,BA797,2024-07-23,2,240
503462,2,FO787,2024-10-08,4,920
182638,3,BO276,2024-11-17,4,1200
560656,3,BA863,2024-07-26,2,240
146608,3,BO118,2024-06-09,4,1200
328343,2,SA840,2024-12-10,1,150
106298,2,BO927,2024-12-20,2,600
422473,1,HE206,2024-10-07,3,750
601475,3,FO607,2024-09-06,2,460
228207,3,CA686,2024-02-14,1,190
287125,1,BA590,2024-04-06,3,360
969927,3,CA472,2024-02-11,3,570
784191,3,HE658,2024-06-19,4,1000
413501,1,CA252,2024-06-20,1,190
550811,2,SA674,2024-01-18,1,150
190028,3,HE206,2024-04-24,1,250
463399,1,SN497,2024-08-21,3,540
975346,3,HE783,2024-03-24,3,750
785770,2,SN503,2024-06-18,4,720
601033,2,HE133,2024-04-09,3,750
328934,3,HE211,2024-11-01,4,1000
312311,1,FO455,2024-05-06,3,690
215172,2,SA807,2024-01-01,3,450
333962,1,CA362,2024-07-02,1,190
877770,3,BA941,2024-10-24,4,480
179881,3,BA736,2024-09-17,4,480
417416,2,CA295,2024-01-08,3,570
361353,2,HE562,2024-11-03,1,250
573902,3,SA372,2024-02-03,4,600
616712,1,BA672,2024-03-27,2,240
583119,2,HE549,2024-08-19,3,750
666865,1,BA941,2024-09-04,2,240
400594,2,SN407,2024-02-02,1,180
698251,1,SN969,2024-04-14,2,360
954317,3,CA895,2024-01-20,1,190
799531,3,SA210,2024-10-06,4,600
288975,2,HE414,2024-05-31,4,1000
836635,3,CA864,2024-10-21,4,760
359051,2,BO968,2024-12-12,2,600
729034,1,HE292,2024-09-03,4,1000
209989,1,SA840,2024-07-01,3,450
646640,2,SA275,2024-04-24,1,150
271974,1,SN116,2024-12-30,1,180
750118,2,CA623,2024-11-24,4,760
370372,1,HE733,2024-06-23,1,250
218307,2,CA502,2024-05-07,4,760
166924,2,SA740,2024-06-03,4,600
623003,3,BO838,2024-12-26,2,600
794246,2,FO529,2024-12-18,1,230
864504,3,CA686,2024-04-22,4,760
620662,3,BO114,2024-11-11,4,1200
927967,2,BA589,2024-11-28,4,480
382281,2,CA163,2024-09-10,4,760
801048,3,FO632,2024-08-13,3,690
359283,1,SN398,2024-07-16,1,180
798856,1,FO693,2024-10-27,2,460
262069,3,CA252,2024-11-02,1,190
591002,2,FO529,2024-11-02,2,460
874169,2,SA674,2024-06-17,1,150
433641,1,SN710,2024-09-06,4,720
890342,2,BO995,2024-04-16,1,300
637665,1,BA771,2024-04-30,3,360
957169,2,CA623,2024-03-27,1,190
301398,2,HE133,2024-03-07,3,750
938832,1,HE133,2024-03-10,1,250
816814,3,BA929,2024-10-15,3,360
446833,3,CA363,2024-12-16,1,190
625679,1,FO445,2024-03-30,4,920
910897,2,FO429,2024-10-08,4,920
875568,1,CA635,2024-03-04,2,380
527778,2,BA971,2024-03-14,2,240
125852,2,CA492,2024-11-13,3,570
469950,3,BO734,2024-02-21,3,900
316601,1,BO790,2024-10-03,3,900
809112,2,FO769,2024-02-05,3,690
106941,1,BA975,2024-12-29,1,120
817785,3,SN483,2024-12-08,2,360
662344,3,BO750,2024-05-24,3,900
139725,2,FO811,2024-11-08,3,690
544547,2,CA540,2024-08-10,2,380
912267,2,BO651,2024-07-17,2,600
694580,1,FO429,2024-06-18,1,230
742495,2,HE530,2024-11-16,3,750
292301,1,BA522,2024-01-01,4,480
383125,1,FO369,2024-01-29,2,460
491687,3,FO675,2024-10-24,1,230
678728,2,BO431,2024-06-12,1,300
774404,3,SN710,2024-11-09,1,180
261071,2,SA210,2024-04-29,4,600
163719,2,BO963,2024-08-19,2,600
283908,3,FO488,2024-06-10,4,920
290605,3,HE861,2024-07-19,1,250
500063,2,SA903,2024-10-17,2,300
145583,3,SA255,2024-03-20,1,150
930978,1,BO241,2024-07-03,3,900
678865,2,CA895,2024-04-01,1,190
619874,2,HE888,2024-04-11,4,1000
949097,1,BA967,2024-08-27,1,120
890955,2,BA296,2024-02-28,3,360
148649,3,BO651,2024-10-06,2,600
634031,1,CA249,2024-07-09,3,570
479031,3,SA600,2024-09-03,2,300
956797,3,FO347,2024-11-27,2,460
144098,3,BO832,2024-10-07,2,600
436058,2,SN211,2024-06-29,2,360
795255,3,SN172,2024-04-12,2,360
832088,3,SN905,2024-10-27,4,720
696848,3,BO651,2024-11-17,4,1200
621146,1,HE658,2024-12-31,3,750
136545,2,HE823,2024-11-06,1,250
660848,3,CA295,2024-11-10,4,760
629087,2,BA735,2024-09-01,3,360
338127,2,CA142,2024-08-26,3,570
482098,2,FO806,2024-10-19,2,460
776641,1,BA975,2024-01-24,4,480
189636,3,BA659,2024-07-05,2,240
331411,2,FO769,2024-01-09,4,920
806041,2,SA275,2024-10-04,3,450
582455,2,SA674,2024-08-25,1,150
226615,3,BO420,2024-07-06,3,900
358602,2,SN825,2024-05-29,3,540
596358,3,CA895,2024-01-02,3,570
341532,1,FO437,2024-09-10,3,690
639259,2,HE733,2024-05-12,3,750
296975,1,FO963,2024-11-12,1,230
181001,1,BO897,2024-12-03,4,1200
189696,3,CA962,2024-09-16,4,760
870267,1,SA840,2024-12-13,3,450
255982,1,CA389,2024-11-23,3,570
163264,3,HE549,2024-03-07,4,1000
866614,3,BO284,2024-04-24,1,300
992326,2,SA911,2024-11-20,1,150
198485,3,HE724,2024-03-06,2,500
383358,3,FO696,2024-03-04,3,690
946253,2,BO734,2024-06-03,1,300
887215,2,SN179,2024-08-05,1,180
665133,2,CA995,2024-01-16,1,190
576852,2,BO605,2024-02-08,1,300
232301,1,HE611,2024-10-19,3,750
498343,1,BA745,2024-03-19,4,480
822881,1,SN918,2024-07-19,3,540
245625,3,SA496,2024-08-22,3,450
739001,1,FO963,2024-11-08,4,920
494283,1,FO392,2024-07-22,2,460
180619,3,CA166,2024-02-28,4,760
991035,1,BO241,2024-06-19,4,1200
249722,1,SA903,2024-02-01,2,300
429472,1,BO995,2024-08-07,2,600
232083,2,FO355,2024-02-03,3,690
809225,1,HE104,2024-01-12,4,1000
621143,2,SA341,2024-01-24,1,150
186974,3,FO685,2024-03-04,3,690
593452,3,CA252,2024-09-05,2,380
782077,2,HE534,2024-03-11,1,250
927405,2,SN521,2024-05-06,2,360
992646,1,CA163,2024-03-28,2,380
575172,2,HE611,2024-03-04,2,500
986734,1,FO405,2024-10-06,1,230
120462,3,HE133,2024-08-28,2,500
506027,1,HE611,2024-02-07,1,250
774793,2,BA818,2024-05-09,3,360
138035,1,CA306,2024-03-07,4,760
101011,3,FO540,2024-09-04,2,460
441581,1,BA290,2024-07-04,2,240
929826,3,SN179,2024-10-10,2,360
572106,2,SN689,2024-09-22,2,360
621838,1,SA154,2024-10-27,4,600
948193,1,HE116,2024-04-04,3,750
636464,3,SN257,2024-11-22,4,720
645067,2,HE624,2024-08-31,3,750
963544,1,SN319,2024-02-20,4,720
163897,3,FO588,2024-06-03,2,460
967375,2,HE861,2024-09-04,1,250
888150,1,CA542,2024-09-26,3,570
445462,2,SN969,2024-01-16,2,360
539664,3,FO609,2024-04-23,3,690
601525,1,CA995,2024-08-16,4,760
878132,2,SN581,2024-03-18,4,720
213402,3,SN529,2024-02-05,1,180
761596,3,BO651,2024-04-11,2,600
988220,1,FO149,2024-12-06,3,690
553681,2,FO928,2024-08-16,2,460
830284,1,BO651,2024-07-23,3,900
550367,2,SN964,2024-11-01,1,180
326267,3,FO685,2024-06-17,4,920
772932,3,BO381,2024-03-08,3,900
642354,2,SN398,2024-03-11,1,180
708450,1,CA807,2024-09-01,2,380
500133,3,SA840,2024-03-02,4,600
907146,3,BA141,2024-05-08,1,120
715363,2,CA295,2024-10-24,3,570
793738,1,BA735,2024-11-27,1,120
245282,1,CA362,2024-06-07,2,380
449168,1,SA275,2024-06-06,4,600
249484,1,SN497,2024-11-20,3,540
641173,2,SA934,2024-04-08,3,450
173174,2,BA751,2024-01-29,4,480
858463,1,SN829,2024-09-27,1,180
780137,2,FO607,2024-12-22,2,460
625631,2,SN138,2024-03-08,1,180
187043,2,SN407,2024-05-19,1,180
831441,1,SN258,2024-06-03,2,360
360192,1,FO325,2024-11-30,3,690
411530,1,SA793,2024-07-14,2,300
496315,2,FO685,2024-06-12,4,920
589724,2,HE724,2024-09-15,1,250
923796,1,SN871,2024-06-28,3,540
738647,2,BA751,2024-03-13,3,360
162026,2,CA293,2024-10-16,2,380
355627,1,SN689,2024-01-04,3,540
163449,3,HE547,2024-10-31,4,1000
418241,2,BO832,2024-08-16,2,600
891349,1,BA672,2024-10-25,3,360
196545,2,BO934,2024-12-30,1,300
662959,2,SA195,2024-04-01,1,150
755770,2,HE414,2024-02-14,1,250
925576,1,CA249,2024-05-01,3,570
937266,2,CA518,2024-03-13,3,570
520097,3,SA720,2024-06-13,1,150
646353,2,SN969,2024-09-20,3,540
883954,2,FO356,2024-01-24,1,230
127082,3,BA201,2024-11-14,1,120
383796,2,HE460,2024-12-16,1,250
441726,2,BO693,2024-06-19,3,900
768023,3,SN483,2024-09-08,3,540
978167,1,HE116,2024-04-08,3,750
980943,3,FO325,2024-01-03,2,460
320105,3,BO915,2024-10-07,4,1200
944007,2,SN119,2024-05-12,1,180
372548,2,FO433,2024-09-04,2,460
829404,1,CA362,2024-07-21,1,190
138775,2,FO355,2024-02-06,3,690
910507,2,FO787,2024-10-04,3,690
779827,1,FO149,2024-12-31,4,920
889555,2,FO802,2024-07-12,3,690
859680,3,SA270,2024-07-07,4,600
401238,3,SN571,2024-12-25,2,360
667233,1,SN812,2024-01-28,3,540
351362,2,SN812,2024-10-26,2,360
471085,2,SA725,2024-07-17,4,600
322999,3,BA251,2024-08-04,3,360
535965,3,CA995,2024-10-31,4,760
483358,2,BO313,2024-01-01,2,600
897984,3,HE549,2024-04-27,2,500
417979,2,CA514,2024-06-02,2,380
179457,3,FO355,2024-01-27,1,230
665306,2,HE116,2024-11-09,4,1000
167082,3,SA281,2024-06-17,2,300
705848,3,SN905,2024-04-25,1,180
314669,1,CA895,2024-06-11,3,570
516837,1,BO313,2024-03-29,2,600
243911,1,BA726,2024-10-31,2,240
423678,3,BA872,2024-01-19,3,360
913552,3,BO305,2024-03-04,4,1200
187688,1,SN743,2024-06-24,2,360
459419,1,BO651,2024-05-10,4,1200
353396,2,CA716,2024-06-26,1,190
453066,3,FO588,2024-03-31,1,230
913057,3,SN992,2024-08-08,4,720
668232,3,FO538,2024-10-09,2,460
639994,2,HE698,2024-10-04,3,750
543847,1,SN147,2024-02-09,1,180
163098,2,BO381,2024-11-21,1,300
877756,2,BA247,2024-05-06,3,360
527025,1,SN735,2024-07-24,1,180
579717,3,FO988,2024-06-26,1,230
137074,3,FO373,2024-08-19,1,230
142794,3,BA736,2024-01-16,1,120
973771,2,SN398,2024-03-26,4,720
698193,3,BA120,2024-06-04,3,360
838395,2,FO581,2024-10-29,2,460
641090,3,CA252,2024-04-03,1,190
897669,2,SA991,2024-05-21,2,300
162951,1,HE601,2024-12-25,1,250
173569,2,HE508,2024-08-20,2,500
926552,2,HE861,2024-11-29,1,250
857524,2,BO125,2024-08-08,3,900
501817,1,BO526,2024-03-29,2,600
157952,3,CA389,2024-05-04,3,570
708973,2,SN829,2024-02-24,3,540
586478,3,FO675,2024-08-03,3,690
608064,2,BO284,2024-03-17,4,1200
627416,1,SN407,2024-04-08,3,540
364477,3,SA270,2024-04-04,1,150
664963,2,BO114,2024-01-27,1,300
866958,3,HE955,2024-04-21,4,1000
261116,1,BA672,2024-11-03,2,240
174999,1,FO355,2024-10-29,3,690
551337,2,CA635,2024-04-11,3,570
775469,2,BO934,2024-06-08,1,300
711715,1,FO704,2024-02-12,1,230
122101,1,SN258,2024-09-20,4,720
621410,1,SA740,2024-05-07,4,600
782783,3,BA325,2024-05-09,2,240
330549,1,BA661,2024-07-14,1,120
277362,3,CA472,2024-07-07,4,760
280630,3,FO112,2024-09-23,4,920
320782,3,SN825,2024-04-14,1,180
398570,2,HE508,2024-09-21,2,500
368207,2,HE595,2024-04-17,2,500
124132,3,BO185,2024-01-30,2,600
158517,3,SA793,2024-11-26,3,450
332139,1,HE595,2024-04-12,2,500
161926,3,CA320,2024-12-11,2,380
180203,1,SN179,2024-08-25,2,360
615668,2,SN319,2024-08-28,2,360
690045,1,BO325,2024-06-07,4,1200
510134,2,CA635,2024-08-01,3,570
428018,3,SN497,2024-04-11,3,540
767491,3,BO325,2024-06-19,2,600
640617,3,SA549,2024-03-28,3,450
672332,2,CA842,2024-02-08,1,190
965310,2,SN512,2024-04-02,4,720
439307,2,FO588,2024-06-10,3,690
940355,2,SN179,2024-09-03,4,720
570940,2,BO118,2024-06-12,4,1200
713793,3,FO356,2024-10-11,3,690
402166,1,CA962,2024-02-12,2,380
439938,3,SN992,2024-10-26,3,540
282314,1,BO199,2024-04-18,3,900
931799,3,BO920,2024-02-23,1,300
468599,2,CA901,2024-06-03,1,190
601942,3,SN689,2024-01-14,4,720
780910,2,FO923,2024-09-03,2,460
199487,2,BO790,2024-02-14,3,900
622745,2,BA872,2024-06-08,1,120
424512,3,BO381,2024-08-11,4,1200
409017,1,HE508,2024-01-31,2,500
359061,3,HE534,2024-03-15,3,750
364540,1,HE562,2024-06-27,1,250
614080,1,BA784,2024-11-06,3,360
737862,2,BO354,2024-12-23,1,300
411569,3,HE624,2024-12-29,1,250
271041,2,FO806,2024-08-19,3,690
695151,1,CA274,2024-05-05,3,570
930638,1,SN710,2024-09-14,2,360
253262,3,SN258,2024-05-05,2,360
734969,2,SA210,2024-06-15,1,150
426028,1,BO420,2024-02-06,1,300
137205,1,BO703,2024-08-03,4,1200
665578,2,CA901,2024-04-05,1,190
424278,1,BA311,2024-08-11,2,240
966508,2,HE796,2024-09-24,4,1000
889576,3,CA901,2024-06-29,3,570
237427,3,CA252,2024-12-19,3,570
969196,1,BA296,2024-12-15,1,120
583384,3,BA736,2024-09-25,4,480
558295,2,BO147,2024-06-25,4,1200
530482,2,BO114,2024-08-14,1,300
535752,2,BO703,2024-05-01,3,900
836670,3,HE724,2024-01-09,2,500
216172,2,BO856,2024-07-27,1,300
706763,1,CA166,2024-01-21,2,380
