order_id,order_date,date_key,customer_id,product_id,sales_rep_id,market_id,quantity,unit_price,unit_cost,discount,sub_total
ORD-DE-00016,2024-10-18,20241018,CUST-DE-003379,PROD-0019,REP-DE-000029,1,2,60.72,50.98,0.0,121.44
ORD-DE-00017,2022-02-18,20220218,CUST-DE-004438,PROD-0002,REP-DE-000010,1,11,15.53,12.15,0.05,162.29
ORD-DE-00018,2024-09-02,20240902,CUST-DE-000831,PROD-0023,REP-DE-000023,1,1,299.86,267.25,0.05,284.87
ORD-DE-00019,2024-04-21,20240421,CUST-DE-000388,PROD-0008,REP-DE-000004,1,7,991.49,727.29,0.0,6940.43
ORD-DE-00020,2024-08-17,20240817,CUST-DE-007314,PROD-0024,REP-DE-000027,1,1,457.49,345.98,0.0,457.49
ORD-DE-00021,2023-01-22,20230122,CUST-DE-003313,PROD-0010,REP-DE-000010,1,1,296.06,260.38,0.0,296.06
ORD-DE-00022,2023-05-03,20230503,CUST-DE-008509,PROD-0024,REP-DE-000031,1,2,457.49,345.98,0.0,914.98
ORD-DE-00023,2023-06-02,20230602,CUST-DE-001133,PROD-0015,REP-DE-000029,1,1,40.57,34.23,0.1,36.51
ORD-DE-00024,2022-05-21,20220521,CUST-DE-004835,PROD-0013,REP-DE-000002,1,15,734.51,618.34,0.1,9915.88
ORD-DE-00025,2024-04-04,20240404,CUST-DE-001770,PROD-0006,REP-DE-000030,1,11,397.51,350.27,0.1,3935.35
ORD-DE-00026,2022-03-21,20220321,CUST-DE-004252,PROD-0017,REP-DE-000008,1,10,14.49,12.39,0.05,137.66
ORD-DE-00027,2023-08-25,20230825,CUST-DE-000291,PROD-0001,REP-DE-000011,1,12,434.98,380.59,0.0,5219.76
ORD-DE-00028,2022-01-19,20220119,CUST-DE-004036,PROD-0025,REP-DE-000029,1,2,595.52,442.44,0.0,1191.04
ORD-DE-00029,2024-04-19,20240419,CUST-DE-000838,PROD-0010,REP-DE-000004,1,1,296.06,260.38,0.0,296.06
ORD-DE-00030,2024-09-07,20240907,CUST-DE-001175,PROD-0004,REP-DE-000011,1,2,1359.44,1054.49,0.0,2718.88
ORD-DE-00031,2023-02-20,20230220,CUST-DE-003739,PROD-0019,REP-DE-000013,1,2,60.72,50.98,0.0,121.44
ORD-DE-00032,2024-07-05,20240705,CUST-DE-008717,PROD-0013,REP-DE-000014,1,2,734.51,618.34,0.0,1469.02
ORD-DE-00033,2024-07-26,20240726,CUST-DE-005162,PROD-0021,REP-DE-000009,1,2,192.95,139.54,0.05,366.6
ORD-DE-00034,2024-02-17,20240217,CUST-DE-006935,PROD-0015,REP-DE-000024,1,12,40.57,34.23,0.0,486.84
ORD-DE-00035,2024-05-27,20240527,CUST-DE-008198,PROD-0013,REP-DE-000021,1,1,734.51,618.34,0.0,734.51
ORD-DE-00036,2023-11-08,20231108,CUST-DE-000194,PROD-0027,REP-DE-000030,1,1,39.77,28.75,0.0,39.77
ORD-DE-00037,2024-03-10,20240310,CUST-DE-004154,PROD-0015,REP-DE-000028,1,12,40.57,34.23,0.0,486.84
ORD-DE-00038,2022-08-17,20220817,CUST-DE-002185,PROD-0007,REP-DE-000023,1,2,134.54,118.84,0.05,255.63
ORD-DE-00039,2023-04-26,20230426,CUST-DE-007484,PROD-0005,REP-DE-000025,1,2,38.99,29.74,0.0,77.98
ORD-DE-00040,2023-01-17,20230117,CUST-DE-007617,PROD-0024,REP-DE-000017,1,2,457.49,345.98,0.1,823.48
ORD-DE-00041,2023-03-11,20230311,CUST-DE-008036,PROD-0027,REP-DE-000009,1,1,39.77,28.75,0.05,37.78
ORD-DE-00042,2022-10-13,20221013,CUST-DE-004585,PROD-0024,REP-DE-000028,1,6,457.49,345.98,0.0,2744.94
ORD-DE-00043,2023-11-06,20231106,CUST-DE-008474,PROD-0022,REP-DE-000025,1,1,39.37,28.99,0.0,39.37
ORD-DE-00044,2022-06-18,20220618,CUST-DE-004209,PROD-0014,REP-DE-000019,1,1,12.71,10.22,0.0,12.71
ORD-DE-00045,2022-08-02,20220802,CUST-DE-005495,PROD-0009,REP-DE-000031,1,1,384.09,311.86,0.0,384.09
ORD-DE-00046,2024-02-09,20240209,CUST-DE-002449,PROD-0016,REP-DE-000006,1,12,565.72,405.26,0.1,6109.78
ORD-DE-00047,2024-01-27,20240127,CUST-DE-008461,PROD-0005,REP-DE-000009,1,11,38.99,29.74,0.05,407.45
ORD-DE-00048,2023-01-09,20230109,CUST-DE-008459,PROD-0025,REP-DE-000009,1,1,595.52,442.44,0.0,595.52
ORD-DE-00049,2023-01-01,20230101,CUST-DE-004177,PROD-0017,REP-DE-000028,1,2,14.49,12.39,0.15,24.63
ORD-DE-00050,2024-02-12,20240212,CUST-DE-008730,PROD-0006,REP-DE-000015,1,1,397.51,350.27,0.0,397.51
ORD-DE-00051,2024-01-16,20240116,CUST-DE-007431,PROD-0005,REP-DE-000028,1,2,38.99,29.74,0.05,74.08
ORD-DE-00052,2023-03-17,20230317,CUST-DE-004925,PROD-0008,REP-DE-000015,1,1,991.49,727.29,0.0,991.49
ORD-DE-00053,2022-08-26,20220826,CUST-DE-007430,PROD-0012,REP-DE-000009,1,7,335.47,260.77,0.0,2348.29
ORD-DE-00054,2024-09-22,20240922,CUST-DE-000382,PROD-0007,REP-DE-000019,1,1,134.54,118.84,0.0,134.54
ORD-DE-00055,2022-08-20,20220820,CUST-DE-001082,PROD-0017,REP-DE-000008,1,1,14.49,12.39,0.0,14.49
ORD-DE-00056,2022-02-02,20220202,CUST-DE-007669,PROD-0011,REP-DE-000023,1,1,58.06,43.01,0.0,58.06
ORD-DE-00057,2022-10-25,20221025,CUST-DE-008264,PROD-0007,REP-DE-000008,1,2,134.54,118.84,0.0,269.08
ORD-DE-00058,2023-01-22,20230122,CUST-DE-007285,PROD-0026,REP-DE-000005,1,10,1028.45,825.1,0.0,10284.5
ORD-DE-00059,2022-03-20,20220320,CUST-DE-003818,PROD-0004,REP-DE-000028,1,1,1359.44,1054.49,0.05,1291.47
ORD-DE-00060,2023-02-11,20230211,CUST-DE-001663,PROD-0027,REP-DE-000031,1,1,39.77,28.75,0.05,37.78
ORD-DE-00061,2024-04-07,20240407,CUST-DE-005006,PROD-0010,REP-DE-000023,1,1,296.06,260.38,0.05,281.26
ORD-DE-00062,2023-02-07,20230207,CUST-DE-005130,PROD-0019,REP-DE-000004,1,7,60.72,50.98,0.05,403.79
ORD-DE-00063,2022-07-02,20220702,CUST-DE-004627,PROD-0015,REP-DE-000008,1,2,40.57,34.23,0.0,81.14
ORD-DE-00064,2024-02-10,20240210,CUST-DE-005924,PROD-0018,REP-DE-000015,1,2,119.68,97.32,0.0,239.36
ORD-DE-00065,2022-09-04,20220904,CUST-DE-008925,PROD-0023,REP-DE-000013,1,1,299.86,267.25,0.05,284.87
ORD-DE-00066,2023-10-06,20231006,CUST-DE-000409,PROD-0023,REP-DE-000026,1,2,299.86,267.25,0.0,599.72
ORD-DE-00067,2022-09-10,20220910,CUST-DE-004407,PROD-0027,REP-DE-000015,1,1,39.77,28.75,0.0,39.77
ORD-DE-00068,2023-08-24,20230824,CUST-DE-008653,PROD-0004,REP-DE-000012,1,2,1359.44,1054.49,0.15,2311.05
ORD-DE-00069,2022-03-09,20220309,CUST-DE-003197,PROD-0024,REP-DE-000018,1,1,457.49,345.98,0.05,434.62
ORD-DE-00070,2024-11-16,20241116,CUST-DE-007257,PROD-0007,REP-DE-000024,1,14,134.54,118.84,0.0,1883.56
ORD-DE-00071,2023-05-15,20230515,CUST-DE-006584,PROD-0015,REP-DE-000001,1,16,40.57,34.23,0.0,649.12
ORD-DE-00072,2024-09-06,20240906,CUST-DE-001658,PROD-0023,REP-DE-000025,1,2,299.86,267.25,0.05,569.73
ORD-DE-00073,2023-03-18,20230318,CUST-DE-003669,PROD-0027,REP-DE-000019,1,7,39.77,28.75,0.05,264.47
ORD-DE-00074,2022-02-18,20220218,CUST-DE-001014,PROD-0020,REP-DE-000012,1,11,505.24,443.01,0.0,5557.64
ORD-DE-00075,2022-04-16,20220416,CUST-DE-004786,PROD-0001,REP-DE-000015,1,12,434.98,380.59,0.0,5219.76
ORD-DE-00076,2024-01-21,20240121,CUST-DE-004451,PROD-0001,REP-DE-000008,1,1,434.98,380.59,0.0,434.98
ORD-DE-00077,2023-04-23,20230423,CUST-DE-008885,PROD-0012,REP-DE-000018,1,11,335.47,260.77,0.05,3505.66
ORD-DE-00078,2022-08-16,20220816,CUST-DE-008332,PROD-0007,REP-DE-000006,1,2,134.54,118.84,0.0,269.08
ORD-DE-00079,2023-08-20,20230820,CUST-DE-003544,PROD-0001,REP-DE-000017,1,1,434.98,380.59,0.0,434.98
ORD-DE-00080,2024-09-03,20240903,CUST-DE-008129,PROD-0026,REP-DE-000009,1,2,1028.45,825.1,0.0,2056.9
ORD-DE-00081,2023-04-06,20230406,CUST-DE-007108,PROD-0013,REP-DE-000023,1,7,734.51,618.34,0.1,4627.41
ORD-DE-00082,2024-03-03,20240303,CUST-DE-004388,PROD-0010,REP-DE-000010,1,2,296.06,260.38,0.15,503.3
ORD-DE-00083,2024-09-25,20240925,CUST-DE-002790,PROD-0022,REP-DE-000023,1,2,39.37,28.99,0.05,74.8
ORD-DE-00084,2022-04-18,20220418,CUST-DE-008169,PROD-0002,REP-DE-000022,1,7,15.53,12.15,0.1,97.84
ORD-DE-00085,2024-10-15,20241015,CUST-DE-003707,PROD-0006,REP-DE-000015,1,1,397.51,350.27,0.0,397.51
ORD-DE-00086,2023-10-11,20231011,CUST-DE-003078,PROD-0022,REP-DE-000013,1,17,39.37,28.99,0.15,568.9
ORD-DE-00087,2024-01-24,20240124,CUST-DE-007782,PROD-0025,REP-DE-000025,1,1,595.52,442.44,0.0,595.52
ORD-DE-00088,2023-11-16,20231116,CUST-DE-000706,PROD-0023,REP-DE-000031,1,7,299.86,267.25,0.0,2099.02
ORD-DE-00089,2024-11-11,20241111,CUST-DE-005303,PROD-0002,REP-DE-000009,1,2,15.53,12.15,0.0,31.06
ORD-DE-00090,2024-02-19,20240219,CUST-DE-005804,PROD-0007,REP-DE-000032,1,8,134.54,118.84,0.1,968.69
ORD-DE-00091,2022-03-10,20220310,CUST-DE-004662,PROD-0017,REP-DE-000019,1,2,14.49,12.39,0.1,26.08
ORD-DE-00092,2024-09-23,20240923,CUST-DE-002273,PROD-0010,REP-DE-000003,1,1,296.06,260.38,0.0,296.06
ORD-DE-00093,2024-08-27,20240827,CUST-DE-004085,PROD-0001,REP-DE-000013,1,2,434.98,380.59,0.0,869.96
ORD-DE-00094,2022-04-05,20220405,CUST-DE-005410,PROD-0025,REP-DE-000019,1,2,595.52,442.44,0.0,1191.04
ORD-DE-00095,2024-08-08,20240808,CUST-DE-005921,PROD-0011,REP-DE-000032,1,2,58.06,43.01,0.0,116.12
ORD-DE-00096,2022-05-01,20220501,CUST-DE-003424,PROD-0018,REP-DE-000029,1,12,119.68,97.32,0.1,1292.54
ORD-DE-00097,2022-04-13,20220413,CUST-DE-003158,PROD-0019,REP-DE-000002,1,2,60.72,50.98,0.15,103.22
ORD-DE-00098,2022-12-12,20221212,CUST-DE-003911,PROD-0017,REP-DE-000020,1,12,14.49,12.39,0.0,173.88
ORD-DE-00099,2022-02-25,20220225,CUST-DE-003931,PROD-0002,REP-DE-000007,1,2,15.53,12.15,0.1,27.95
ORD-DE-00100,2022-05-25,20220525,CUST-DE-001361,PROD-0004,REP-DE-000011,1,1,1359.44,1054.49,0.0,1359.44
ORD-DE-00101,2023-03-14,20230314,CUST-DE-002301,PROD-0023,REP-DE-000009,1,1,299.86,267.25,0.1,269.87
ORD-DE-00102,2022-04-05,20220405,CUST-DE-005648,PROD-0021,REP-DE-000004,1,11,192.95,139.54,0.05,2016.33
ORD-DE-00103,2023-11-09,20231109,CUST-DE-000394,PROD-0009,REP-DE-000012,1,1,384.09,311.86,0.0,384.09
ORD-DE-00104,2022-03-17,20220317,CUST-DE-005220,PROD-0018,REP-DE-000005,1,15,119.68,97.32,0.1,1615.68
ORD-DE-00105,2024-01-04,20240104,CUST-DE-008150,PROD-0016,REP-DE-000022,1,2,565.72,405.26,0.0,1131.44
ORD-DE-00106,2024-03-13,20240313,CUST-DE-006599,PROD-0009,REP-DE-000027,1,1,384.09,311.86,0.0,384.09
ORD-DE-00107,2022-04-24,20220424,CUST-DE-007159,PROD-0024,REP-DE-000018,1,1,457.49,345.98,0.05,434.62
ORD-DE-00108,2022-09-15,20220915,CUST-DE-008552,PROD-0010,REP-DE-000027,1,1,296.06,260.38,0.0,296.06
ORD-DE-00109,2024-01-06,20240106,CUST-DE-005007,PROD-0003,REP-DE-000029,1,2,905.3,753.33,0.0,1810.6
ORD-DE-00110,2022-01-20,20220120,CUST-DE-001378,PROD-0025,REP-DE-000030,1,2,595.52,442.44,0.05,1131.49
ORD-DE-00111,2022-04-14,20220414,CUST-DE-000444,PROD-0012,REP-DE-000014,1,2,335.47,260.77,0.1,603.85
ORD-DE-00112,2024-05-05,20240505,CUST-DE-000008,PROD-0018,REP-DE-000010,1,1,119.68,97.32,0.05,113.7
ORD-DE-00113,2024-01-24,20240124,CUST-DE-004853,PROD-0007,REP-DE-000023,1,1,134.54,118.84,0.0,134.54
ORD-DE-00114,2024-07-20,20240720,CUST-DE-002946,PROD-0027,REP-DE-000011,1,2,39.77,28.75,0.0,79.54
ORD-DE-00115,2023-03-18,20230318,CUST-DE-001169,PROD-0015,REP-DE-000022,1,6,40.57,34.23,0.0,243.42
ORD-DE-00116,2022-02-26,20220226,CUST-DE-007838,PROD-0009,REP-DE-000029,1,2,384.09,311.86,0.0,768.18
ORD-DE-00117,2022-03-27,20220327,CUST-DE-008394,PROD-0003,REP-DE-000017,1,1,905.3,753.33,0.05,860.04
ORD-DE-00118,2023-01-05,20230105,CUST-DE-002046,PROD-0005,REP-DE-000018,1,1,38.99,29.74,0.0,38.99
ORD-DE-00119,2022-01-05,20220105,CUST-DE-000927,PROD-0006,REP-DE-000025,1,11,397.51,350.27,0.15,3716.72
ORD-DE-00120,2023-03-24,20230324,CUST-DE-006541,PROD-0014,REP-DE-000014,1,2,12.71,10.22,0.05,24.15
ORD-DE-00121,2022-01-19,20220119,CUST-DE-004894,PROD-0011,REP-DE-000007,1,1,58.06,43.01,0.05,55.16
ORD-DE-00122,2022-10-15,20221015,CUST-DE-003479,PROD-0018,REP-DE-000006,1,7,119.68,97.32,0.0,837.76
ORD-DE-00123,2023-01-02,20230102,CUST-DE-008905,PROD-0014,REP-DE-000015,1,1,12.71,10.22,0.0,12.71
ORD-DE-00124,2023-04-01,20230401,CUST-DE-006160,PROD-0018,REP-DE-000006,1,2,119.68,97.32,0.0,239.36
ORD-DE-00125,2022-09-26,20220926,CUST-DE-007021,PROD-0012,REP-DE-000016,1,1,335.47,260.77,0.1,301.92
ORD-DE-00126,2023-03-11,20230311,CUST-DE-007915,PROD-0022,REP-DE-000007,1,12,39.37,28.99,0.05,448.82
ORD-DE-00127,2022-11-01,20221101,CUST-DE-004838,PROD-0024,REP-DE-000019,1,14,457.49,345.98,0.0,6404.86
ORD-DE-00128,2024-11-01,20241101,CUST-DE-005223,PROD-0002,REP-DE-000025,1,1,15.53,12.15,0.0,15.53
ORD-DE-00129,2022-02-13,20220213,CUST-DE-006029,PROD-0009,REP-DE-000024,1,2,384.09,311.86,0.0,768.18
ORD-DE-00130,2024-02-26,20240226,CUST-DE-003638,PROD-0004,REP-DE-000026,1,2,1359.44,1054.49,0.05,2582.94
ORD-DE-00131,2023-05-21,20230521,CUST-DE-006145,PROD-0004,REP-DE-000006,1,1,1359.44,1054.49,0.0,1359.44
ORD-DE-00132,2022-05-24,20220524,CUST-DE-008209,PROD-0003,REP-DE-000018,1,10,905.3,753.33,0.0,9053.0
ORD-DE-00133,2023-03-01,20230301,CUST-DE-000607,PROD-0014,REP-DE-000009,1,17,12.71,10.22,0.0,216.07
ORD-DE-00134,2023-03-02,20230302,CUST-DE-008126,PROD-0004,REP-DE-000024,1,2,1359.44,1054.49,0.0,2718.88
ORD-DE-00135,2023-02-18,20230218,CUST-DE-005866,PROD-0007,REP-DE-000019,1,9,134.54,118.84,0.0,1210.86
ORD-DE-00136,2023-01-11,20230111,CUST-DE-003045,PROD-0015,REP-DE-000002,1,1,40.57,34.23,0.05,38.54
ORD-DE-00137,2023-02-22,20230222,CUST-DE-001050,PROD-0019,REP-DE-000018,1,1,60.72,50.98,0.05,57.68
ORD-DE-00138,2023-01-03,20230103,CUST-DE-002987,PROD-0014,REP-DE-000015,1,1,12.71,10.22,0.0,12.71
ORD-DE-00139,2023-05-02,20230502,CUST-DE-004161,PROD-0005,REP-DE-000018,1,1,38.99,29.74,0.0,38.99
ORD-DE-00140,2024-04-04,20240404,CUST-DE-000132,PROD-0002,REP-DE-000016,1,2,15.53,12.15,0.0,31.06
ORD-DE-00141,2024-11-24,20241124,CUST-DE-006573,PROD-0013,REP-DE-000018,1,2,734.51,618.34,0.0,1469.02
ORD-DE-00142,2023-01-17,20230117,CUST-DE-008391,PROD-0014,REP-DE-000021,1,2,12.71,10.22,0.05,24.15
ORD-DE-00143,2023-03-15,20230315,CUST-DE-001804,PROD-0023,REP-DE-000021,1,13,299.86,267.25,0.05,3703.27
ORD-DE-00144,2023-04-16,20230416,CUST-DE-002289,PROD-0012,REP-DE-000029,1,2,335.47,260.77,0.0,670.94
ORD-DE-00145,2022-01-12,20220112,CUST-DE-004733,PROD-0002,REP-DE-000030,1,12,15.53,12.15,0.0,186.36
ORD-DE-00146,2022-04-06,20220406,CUST-DE-008171,PROD-0011,REP-DE-000024,1,17,58.06,43.01,0.0,987.02
ORD-DE-00147,2022-08-02,20220802,CUST-DE-005309,PROD-0012,REP-DE-000027,1,1,335.47,260.77,0.0,335.47
ORD-DE-00148,2024-11-08,20241108,CUST-DE-004462,PROD-0001,REP-DE-000028,1,1,434.98,380.59,0.0,434.98
ORD-DE-00149,2023-03-20,20230320,CUST-DE-006040,PROD-0002,REP-DE-000020,1,1,15.53,12.15,0.0,15.53
ORD-DE-00150,2022-03-15,20220315,CUST-DE-007748,PROD-0020,REP-DE-000015,1,2,505.24,443.01,0.05,959.96
ORD-DE-00151,2023-08-20,20230820,CUST-DE-008501,PROD-0003,REP-DE-000005,1,2,905.3,753.33,0.15,1539.01
ORD-DE-00152,2024-10-09,20241009,CUST-DE-005062,PROD-0004,REP-DE-000001,1,14,1359.44,1054.49,0.0,19032.16
ORD-DE-00153,2023-04-16,20230416,CUST-DE-008973,PROD-0009,REP-DE-000008,1,1,384.09,311.86,0.0,384.09
ORD-DE-00154,2023-03-23,20230323,CUST-DE-008516,PROD-0005,REP-DE-000021,1,17,38.99,29.74,0.05,629.69
ORD-DE-00155,2023-01-15,20230115,CUST-DE-004243,PROD-0022,REP-DE-000026,1,1,39.37,28.99,0.05,37.4
ORD-DE-00156,2024-08-25,20240825,CUST-DE-005278,PROD-0018,REP-DE-000011,1,8,119.68,97.32,0.0,957.44
ORD-DE-00157,2024-01-08,20240108,CUST-DE-004933,PROD-0024,REP-DE-000011,1,1,457.49,345.98,0.0,457.49
ORD-DE-00158,2022-04-07,20220407,CUST-DE-004106,PROD-0024,REP-DE-000028,1,2,457.49,345.98,0.0,914.98
ORD-DE-00159,2022-09-15,20220915,CUST-DE-005241,PROD-0019,REP-DE-000013,1,1,60.72,50.98,0.0,60.72
ORD-DE-00160,2024-11-10,20241110,CUST-DE-007705,PROD-0020,REP-DE-000021,1,2,505.24,443.01,0.0,1010.48
ORD-DE-00161,2024-08-23,20240823,CUST-DE-003607,PROD-0013,REP-DE-000016,1,1,734.51,618.34,0.05,697.78
ORD-DE-00162,2024-03-26,20240326,CUST-DE-005018,PROD-0027,REP-DE-000023,1,13,39.77,28.75,0.0,517.01
ORD-DE-00163,2023-02-23,20230223,CUST-DE-004459,PROD-0023,REP-DE-000021,1,1,299.86,267.25,0.0,299.86
ORD-DE-00164,2022-04-10,20220410,CUST-DE-004344,PROD-0016,REP-DE-000002,1,2,565.72,405.26,0.0,1131.44
ORD-DE-00165,2024-03-22,20240322,CUST-DE-003053,PROD-0005,REP-DE-000003,1,2,38.99,29.74,0.15,66.28
ORD-DE-00166,2024-01-06,20240106,CUST-DE-002340,PROD-0026,REP-DE-000004,1,1,1028.45,825.1,0.05,977.03
ORD-DE-00167,2023-09-23,20230923,CUST-DE-000654,PROD-0024,REP-DE-000019,1,1,457.49,345.98,0.0,457.49
ORD-DE-00168,2024-08-26,20240826,CUST-DE-004424,PROD-0009,REP-DE-000021,1,2,384.09,311.86,0.0,768.18
ORD-DE-00169,2023-09-05,20230905,CUST-DE-005477,PROD-0027,REP-DE-000022,1,2,39.77,28.75,0.0,79.54
ORD-DE-00170,2022-09-11,20220911,CUST-DE-005717,PROD-0016,REP-DE-000024,1,2,565.72,405.26,0.1,1018.3
ORD-DE-00171,2023-09-15,20230915,CUST-DE-002262,PROD-0010,REP-DE-000007,1,17,296.06,260.38,0.0,5033.02
ORD-DE-00172,2022-10-02,20221002,CUST-DE-005449,PROD-0024,REP-DE-000003,1,2,457.49,345.98,0.0,914.98
ORD-DE-00173,2022-05-12,20220512,CUST-DE-001397,PROD-0022,REP-DE-000017,1,2,39.37,28.99,0.0,78.74
ORD-DE-00174,2023-07-23,20230723,CUST-DE-000565,PROD-0004,REP-DE-000019,1,1,1359.44,1054.49,0.05,1291.47
ORD-DE-00175,2022-04-06,20220406,CUST-DE-007243,PROD-0002,REP-DE-000020,1,1,15.53,12.15,0.1,13.98
ORD-DE-00176,2024-01-24,20240124,CUST-DE-003225,PROD-0004,REP-DE-000023,1,2,1359.44,1054.49,0.0,2718.88
ORD-DE-00177,2024-01-02,20240102,CUST-DE-004084,PROD-0004,REP-DE-000027,1,2,1359.44,1054.49,0.0,2718.88
ORD-DE-00178,2022-03-07,20220307,CUST-DE-000097,PROD-0026,REP-DE-000026,1,5,1028.45,825.1,0.0,5142.25
ORD-DE-00179,2022-04-20,20220420,CUST-DE-002281,PROD-0009,REP-DE-000003,1,2,384.09,311.86,0.0,768.18
ORD-DE-00180,2024-11-09,20241109,CUST-DE-002474,PROD-0014,REP-DE-000029,1,1,12.71,10.22,0.0,12.71
ORD-DE-00181,2022-01-12,20220112,CUST-DE-000394,PROD-0020,REP-DE-000021,1,1,505.24,443.01,0.0,505.24
ORD-DE-00182,2022-09-11,20220911,CUST-DE-001354,PROD-0014,REP-DE-000021,1,2,12.71,10.22,0.0,25.42
ORD-DE-00183,2023-06-02,20230602,CUST-DE-002498,PROD-0022,REP-DE-000017,1,6,39.37,28.99,0.0,236.22
ORD-DE-00184,2023-03-26,20230326,CUST-DE-003798,PROD-0007,REP-DE-000026,1,2,134.54,118.84,0.0,269.08
ORD-DE-00185,2024-04-11,20240411,CUST-DE-003125,PROD-0007,REP-DE-000004,1,2,134.54,118.84,0.1,242.17
ORD-DE-00186,2024-02-02,20240202,CUST-DE-007448,PROD-0003,REP-DE-000021,1,15,905.3,753.33,0.0,13579.5
ORD-DE-00187,2024-02-13,20240213,CUST-DE-004694,PROD-0020,REP-DE-000018,1,7,505.24,443.01,0.0,3536.68
ORD-DE-00188,2022-04-18,20220418,CUST-DE-003368,PROD-0013,REP-DE-000030,1,1,734.51,618.34,0.15,624.33
ORD-DE-00189,2022-02-06,20220206,CUST-DE-003275,PROD-0010,REP-DE-000010,1,1,296.06,260.38,0.05,281.26
ORD-DE-00190,2024-08-12,20240812,CUST-DE-006422,PROD-0005,REP-DE-000005,1,1,38.99,29.74,0.0,38.99
ORD-DE-00191,2022-02-09,20220209,CUST-DE-006950,PROD-0026,REP-DE-000032,1,2,1028.45,825.1,0.05,1954.06
ORD-DE-00192,2024-02-01,20240201,CUST-DE-006724,PROD-0016,REP-DE-000012,1,11,565.72,405.26,0.15,5289.48
ORD-DE-00193,2023-09-15,20230915,CUST-DE-008447,PROD-0010,REP-DE-000015,1,2,296.06,260.38,0.0,592.12
ORD-DE-00194,2023-02-14,20230214,CUST-DE-008755,PROD-0006,REP-DE-000016,1,1,397.51,350.27,0.0,397.51
ORD-DE-00195,2023-04-05,20230405,CUST-DE-000253,PROD-0018,REP-DE-000032,1,2,119.68,97.32,0.0,239.36
ORD-DE-00196,2024-03-18,20240318,CUST-DE-004386,PROD-0020,REP-DE-000023,1,1,505.24,443.01,0.1,454.72
ORD-DE-00197,2022-04-16,20220416,CUST-DE-008028,PROD-0025,REP-DE-000029,1,1,595.52,442.44,0.0,595.52
ORD-DE-00198,2024-02-22,20240222,CUST-DE-000806,PROD-0020,REP-DE-000024,1,13,505.24,443.01,0.0,6568.12
ORD-DE-00199,2023-04-22,20230422,CUST-DE-005138,PROD-0015,REP-DE-000027,1,2,40.57,34.23,0.0,81.14
ORD-DE-00200,2023-02-20,20230220,CUST-DE-002048,PROD-0006,REP-DE-000019,1,10,397.51,350.27,0.0,3975.1
ORD-DE-00201,2024-09-22,20240922,CUST-DE-007489,PROD-0001,REP-DE-000014,1,2,434.98,380.59,0.0,869.96
ORD-DE-00202,2023-09-23,20230923,CUST-DE-003725,PROD-0010,REP-DE-000031,1,1,296.06,260.38,0.0,296.06
ORD-DE-00203,2022-02-09,20220209,CUST-DE-002699,PROD-0027,REP-DE-000021,1,16,39.77,28.75,0.1,572.69
ORD-DE-00204,2024-09-14,20240914,CUST-DE-004131,PROD-0017,REP-DE-000010,1,1,14.49,12.39,0.0,14.49
ORD-DE-00205,2024-11-19,20241119,CUST-DE-008831,PROD-0011,REP-DE-000016,1,2,58.06,43.01,0.05,110.31
